User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1000033,P00112142,M,46-50,3,A,1,1,1,2.0,14.0,14175
1000033,P00199442,M,46-50,3,A,1,1,5,9.0,,6056
1000033,P00359242,M,46-50,3,A,1,1,1,5.0,17.0,12413
1000035,P00265242,M,46-50,1,C,4+,1,5,8.0,,6883
1000035,P00117542,M,46-50,1,C,4+,1,18,,,3284
1000036,P00114942,M,26-35,3,B,0,0,1,15.0,16.0,14357
1000036,P00148642,M,26-35,3,B,0,0,6,10.0,13.0,16710
1000036,P00120442,M,26-35,3,B,0,0,8,,,7406
1000037,P00179842,F,26-35,9,C,1,0,11,,,4999
1000039,P00240142,M,18-25,4,B,2,0,5,,,5959
1000042,P0095542,M,26-35,8,C,0,1,2,4.0,9.0,11141
1000042,P00187842,M,26-35,8,C,0,1,1,16.0,,13969
1000042,P00259342,M,26-35,8,C,0,1,5,9.0,,6445
1000045,P00321942,F,46-50,16,A,1,1,5,,,5985
1000048,P00109542,M,26-35,4,B,3,1,8,14.0,17.0,7620
1000048,P00274042,M,26-35,4,B,3,1,1,,,12959
1000048,P00050142,M,26-35,4,B,3,1,5,,,5967
1000048,P00262342,M,26-35,4,B,3,1,15,16.0,,12812
1000049,P00074142,M,18-25,12,C,4+,1,3,4.0,12.0,10129
1000052,P00050442,M,18-25,4,C,0,0,1,8.0,13.0,13647
1000053,P00237642,M,26-35,0,B,1,0,5,14.0,,6119
1000053,P00345642,M,26-35,0,B,1,0,1,15.0,16.0,14360
1000053,P00005442,M,26-35,0,B,1,0,8,,,7409
1000053,P00157942,M,26-35,0,B,1,0,8,,,7409
1000056,P00348742,M,36-45,20,C,0,1,16,,,15083
1000059,P00121342,F,51-55,1,B,4+,1,1,5.0,18.0,14703
1000062,P00079642,F,36-45,3,A,1,0,8,,,7360
1000062,P00067842,F,36-45,3,A,1,0,6,10.0,16.0,16149
1000062,P00176542,F,36-45,3,A,1,0,8,14.0,17.0,7614
1000068,P00248742,M,18-25,4,A,0,0,5,,,5792
1000072,P00358442,F,46-50,0,B,1,1,1,15.0,,12580
1000073,P00010742,M,18-25,4,A,4+,0,1,8.0,17.0,15355
1000075,P00183942,F,0-17,10,C,4+,0,3,4.0,,9702
1000088,P00101942,F,46-50,1,C,1,1,8,17.0,,8453
1000090,P00220242,M,55+,13,C,1,0,3,12.0,,10223
1000095,P00270942,M,46-50,0,C,4+,1,1,2.0,15.0,13437
1000095,P00284642,M,46-50,0,C,4+,1,5,8.0,,6881
1000096,P00112442,F,26-35,16,C,2,1,6,8.0,,16375
1000097,P00116542,F,36-45,3,C,3,0,5,17.0,,6982
1000097,P00086342,F,36-45,3,C,3,0,8,,,7896
1000109,P00145042,M,46-50,15,C,1,1,1,2.0,5.0,14305
1000112,P00116142,M,26-35,16,C,3,1,10,13.0,16.0,19037
1000113,P00355742,M,18-25,12,C,2,0,3,4.0,,9725
1000117,P00277542,M,26-35,17,A,2,1,1,6.0,15.0,12207
1000118,P00120042,M,36-45,17,C,4+,0,1,2.0,,14641
1000118,P00046742,M,36-45,17,C,4+,0,1,2.0,15.0,13469
1000123,P00193842,M,36-45,9,B,4+,1,11,16.0,,4810
1000123,P00067842,M,36-45,9,B,4+,1,6,10.0,16.0,16239
1000123,P00257542,M,36-45,9,B,4+,1,5,,,6051
1000127,P00124642,F,46-50,3,C,1,1,16,,,15156
1000132,P00120642,M,26-35,17,C,1,0,5,,,6410
1000133,P00366542,F,26-35,0,C,1,1,5,,,6343
1000135,P00252042,M,18-25,4,C,1,1,5,14.0,,6364
1000136,P00003942,M,18-25,2,B,3,0,5,14.0,,6073
1000139,P00145042,F,26-35,20,C,2,0,1,2.0,5.0,14287
1000139,P00010742,F,26-35,20,C,2,0,1,8.0,17.0,15985
1000146,P00085642,F,36-45,20,B,3,1,5,14.0,,6203
1000146,P00101042,F,36-45,20,B,3,1,5,12.0,,6335
1000147,P00317842,M,18-25,4,B,4+,0,8,,,7375
1000148,P00251242,M,51-55,17,B,3,1,5,11.0,,6008
1000148,P00139942,M,51-55,17,B,3,1,5,,,6189
1000148,P00165642,M,51-55,17,B,3,1,1,8.0,16.0,12166
1000149,P00365042,M,26-35,1,B,2,1,6,16.0,,15842
1000149,P00014542,M,26-35,1,B,2,1,8,,,7353
1000149,P00370642,M,26-35,1,B,2,1,8,16.0,,7315
1000151,P00115842,F,26-35,20,A,1,1,16,,,14537
1000151,P00159442,F,26-35,20,A,1,1,5,8.0,,6273
1000156,P00006942,F,46-50,7,C,4+,1,1,5.0,6.0,14084
1000156,P00165842,F,46-50,7,C,4+,1,14,,,13167
1000157,P00110942,M,36-45,16,A,1,0,1,2.0,,14095
1000158,P00119342,M,55+,7,C,2,1,10,13.0,,21259
1000163,P00332942,M,18-25,4,A,1,0,5,8.0,,6213
1000163,P00239942,M,18-25,4,A,1,0,5,14.0,,5910
1000163,P00027042,M,18-25,4,A,1,0,5,14.0,,5910
1000163,P00284042,M,18-25,4,A,1,0,8,17.0,,7777
1000164,P00279942,F,55+,13,C,1,0,8,,,8096
1000165,P00100442,M,18-25,16,A,1,0,2,4.0,5.0,10309
1000166,P00279442,M,18-25,4,B,1,1,16,,,14561
1000166,P00349942,M,18-25,4,B,1,1,1,5.0,,10904
1000166,P00351642,M,18-25,4,B,1,1,8,15.0,16.0,6730
1000166,P00183942,M,18-25,4,B,1,1,3,4.0,,9267
1000169,P00220742,M,26-35,7,B,3,0,2,4.0,9.0,10860
1000169,P00241642,M,26-35,7,B,3,0,1,2.0,11.0,12970
1000169,P00239142,M,26-35,7,B,3,0,5,,,6039
1000173,P00177142,M,26-35,0,B,1,1,8,13.0,,7403
1000173,P00344142,M,26-35,0,B,1,1,18,,,2757
1000174,P00273742,M,26-35,16,C,2,0,1,17.0,,12026
1000175,P00024742,F,26-35,2,B,1,0,8,11.0,,6241
1000175,P00021742,F,26-35,2,B,1,0,5,,,6044
1000181,P00227142,M,18-25,17,C,1,0,5,,,6344
1000183,P00189642,F,46-50,1,B,1,1,8,13.0,,7567
1000192,P00147942,M,18-25,1,B,2,0,1,16.0,,13603
1000192,P00003242,M,18-25,1,B,2,0,8,15.0,,7454
1000192,P00214242,M,18-25,1,B,2,0,1,16.0,,13603
1000193,P00111742,F,46-50,15,C,1,1,15,,,15737
1000195,P00284142,M,26-35,12,B,4+,1,3,4.0,,9372
1000195,P00115742,M,26-35,12,B,4+,1,6,10.0,16.0,16179
1000195,P00370542,M,26-35,12,B,4+,1,8,,,7390
1000198,P00111242,M,26-35,12,A,0,1,1,18.0,,15504
1000198,P00207942,M,26-35,12,A,0,1,6,8.0,,15801
1000199,P00351942,M,18-25,4,B,1,0,6,8.0,,15944
1000202,P00304842,M,18-25,4,A,3,0,8,,,7216
1000204,P00192042,M,26-35,7,B,1,1,5,9.0,14.0,5542
1000205,P00119442,M,36-45,12,A,1,0,5,,,5947
1000209,P00216342,M,36-45,1,B,4+,0,3,4.0,5.0,10345
1000215,P00173042,M,36-45,14,C,1,1,13,15.0,16.0,960
1000215,P00046742,M,36-45,14,C,1,1,1,2.0,15.0,13373
1000216,P00010742,M,46-50,13,B,1,0,1,8.0,17.0,15696
1000219,P00046742,F,26-35,4,A,0,0,1,2.0,15.0,12857
1000220,P00240142,M,26-35,12,A,3,0,5,,,5897
1000220,P00322542,M,26-35,12,A,3,0,8,,,7297
1000223,P00117442,M,26-35,17,B,4+,0,5,14.0,,6175
1000223,P00003442,M,26-35,17,B,4+,0,4,5.0,8.0,2589
1000223,P00196442,M,26-35,17,B,4+,0,5,,,6065
1000225,P00366942,M,26-35,7,A,0,0,8,,,7263
1000225,P00032842,M,26-35,7,A,0,0,8,,,7263
1000225,P00158542,M,26-35,7,A,0,0,5,6.0,13.0,6479
1000229,P00010742,M,18-25,10,C,1,0,1,8.0,17.0,15862
1000230,P00075742,M,46-50,1,C,1,0,8,14.0,,7594
1000230,P00100642,M,46-50,1,C,1,0,5,15.0,,6652
1000231,P00102642,M,26-35,3,A,1,0,4,8.0,9.0,2477
1000235,P00119742,M,26-35,0,B,0,0,5,8.0,12.0,7155
1000238,P00058042,F,51-55,7,B,0,0,8,16.0,,7604
1000238,P00113242,F,51-55,7,B,0,0,1,6.0,8.0,15890
1000242,P00037142,F,18-25,4,A,3,0,1,2.0,5.0,13680
1000244,P00237442,M,51-55,7,B,3,1,8,14.0,,7252
1000245,P00284642,M,36-45,16,B,0,0,5,8.0,,6509
1000245,P00138442,M,36-45,16,B,0,0,1,2.0,16.0,13047
1000245,P00352442,M,36-45,16,B,0,0,1,17.0,,11707
1000250,P00142142,M,36-45,16,C,1,0,1,2.0,15.0,13442
1000251,P00177942,M,55+,17,A,0,1,5,8.0,,6492
1000253,P00043342,F,26-35,11,C,1,0,8,14.0,,7511
1000259,P00003242,M,26-35,1,B,4+,0,8,15.0,,7537
1000260,P00253142,M,18-25,19,C,1,0,1,2.0,5.0,14181
1000264,P00273542,M,36-45,0,B,1,1,8,14.0,,7091
1000265,P00106742,F,36-45,7,A,4+,1,3,5.0,,10586
1000267,P00016042,M,46-50,12,C,1,1,1,16.0,,14116
1000268,P00256642,F,18-25,12,C,1,0,5,,,6365
1000268,P00077942,F,18-25,12,C,1,0,5,,,6365
1000268,P00065242,F,18-25,12,C,1,0,2,3.0,4.0,10408
1000271,P00156442,M,18-25,4,C,1,0,8,,,7719
1000272,P00182642,M,18-25,0,A,1,0,2,4.0,9.0,10615
1000272,P00184842,M,18-25,0,A,1,0,5,6.0,,6014
1000281,P00148642,F,36-45,0,A,2,0,6,10.0,13.0,16667
1000281,P00365842,F,36-45,0,A,2,0,8,,,7363
1000285,P00113942,F,36-45,0,A,1,0,8,,,7355
1000285,P00297942,F,36-45,0,A,1,0,8,,,7355
1000292,P00297942,M,36-45,7,C,0,1,8,,,7783
1000293,P00121142,M,55+,1,C,1,1,8,,,7977
1000302,P00356742,M,18-25,4,B,4+,0,5,,,5975
1000303,P00150342,M,26-35,7,C,1,1,8,14.0,,7408
1000303,P00020042,M,26-35,7,C,1,1,5,8.0,,6738
1000305,P00051942,F,18-25,0,B,3,1,5,6.0,11.0,5389
1000308,P00313542,M,26-35,2,A,3,1,5,8.0,,6225
1000308,P00188442,M,26-35,2,A,3,1,5,7.0,,6600
1000308,P00350942,M,26-35,2,A,3,1,3,4.0,5.0,10056
1000308,P00040442,M,26-35,2,A,3,1,5,14.0,,5923
1000310,P00250542,F,18-25,4,C,1,0,4,5.0,,2379
1000316,P00105142,M,55+,13,C,1,0,1,2.0,15.0,13634
1000319,P00048742,F,51-55,6,B,3,1,5,,,6199
1000319,P00194642,F,51-55,6,B,3,1,1,6.0,13.0,11302
1000321,P00113642,M,18-25,4,B,3,0,8,,,7367
1000326,P00331342,M,51-55,11,B,1,1,8,16.0,,7523
1000327,P00260042,M,36-45,18,C,4+,0,5,8.0,,6915
1000329,P00230342,M,36-45,7,A,1,0,5,14.0,,6048
1000329,P00295942,M,36-45,7,A,1,0,2,5.0,15.0,11752
1000329,P00130942,M,36-45,7,A,1,0,5,8.0,,6350
1000334,P00103342,F,55+,2,A,3,1,8,,,7506
1000337,P00338442,M,18-25,19,C,0,0,1,16.0,,13989
1000338,P00144642,M,36-45,7,A,1,0,1,15.0,16.0,14288
1000338,P00154242,M,36-45,7,A,1,0,8,,,7337
1000339,P00288342,M,51-55,7,C,1,1,8,,,7922
1000339,P00154442,M,51-55,7,C,1,1,8,14.0,,7605
1000347,P00110942,F,55+,1,A,1,0,1,2.0,,14295
1000352,P00145942,M,18-25,4,A,0,0,6,8.0,13.0,13817
1000352,P00210642,M,18-25,4,A,0,0,8,14.0,,6874
1000355,P00303042,M,18-25,3,B,2,0,5,,,5957
1000355,P00354342,M,18-25,3,B,2,0,5,11.0,,5776
1000360,P0095342,M,36-45,17,C,1,0,2,4.0,,10737
1000363,P00046742,M,18-25,10,B,1,1,1,2.0,15.0,12865
1000366,P00010842,M,51-55,15,B,1,1,8,16.0,,7531
1000366,P00317842,M,51-55,15,B,1,1,8,,,7568
1000366,P00246842,M,51-55,15,B,1,1,17,,,10142
1000368,P00260142,M,26-35,0,C,1,0,5,14.0,,6488
1000370,P00238442,M,18-25,17,C,3,0,6,,,14909
1000376,P00200842,M,36-45,1,C,4+,1,8,,,7804
1000377,P00034042,M,26-35,17,B,2,0,1,2.0,16.0,13000
1000382,P00161942,F,36-45,20,B,0,1,5,8.0,,6481
1000386,P00229042,M,26-35,0,A,1,1,5,14.0,,5903
1000390,P00264742,M,26-35,4,A,0,0,11,,,4431
1000392,P00077842,M,18-25,7,A,0,0,5,12.0,,6039
1000394,P00270942,M,18-25,0,C,1,0,1,2.0,15.0,13281
1000401,P00249142,M,18-25,0,B,3,0,5,,,5960
1000402,P00283942,M,26-35,11,B,1,1,5,,,5964
1000402,P00034342,M,26-35,11,B,1,1,5,,,5964
1000402,P00313042,M,26-35,11,B,1,1,5,14.0,,6074
1000409,P00303042,M,18-25,12,B,4+,0,5,,,5990
1000409,P00152442,M,18-25,12,B,4+,0,8,,,7390
1000411,P00152742,F,46-50,1,B,0,1,5,,,6099
1000412,P00173842,M,36-45,15,A,1,1,1,2.0,15.0,12855
1000412,P00071442,M,36-45,15,A,1,1,15,17.0,,18747
1000413,P00000142,M,26-35,11,C,0,0,3,4.0,5.0,10634
1000415,P00271142,F,36-45,0,A,2,1,5,,,5898
1000415,P00126042,F,36-45,0,A,2,1,8,14.0,,6980
1000419,P00089142,M,18-25,3,C,1,0,5,,,6318
1000421,P00054542,F,46-50,3,A,1,1,1,2.0,3.0,13556
1000422,P00025442,M,55+,17,A,4+,0,1,2.0,9.0,14629
1000423,P00331042,M,18-25,4,A,1,0,5,8.0,,6213
1000424,P00174842,M,26-35,17,A,3,0,17,,,9879
1000424,P00106642,M,26-35,17,A,3,0,7,,,16365
1000424,P00100442,M,26-35,17,A,3,0,2,4.0,5.0,10393
1000424,P00195742,M,26-35,17,A,3,0,3,4.0,,9288
1000424,P00004042,M,26-35,17,A,3,0,8,,,7306
1000424,P00191942,M,26-35,17,A,3,0,2,3.0,4.0,9949
1000424,P00368642,M,26-35,17,A,3,0,11,15.0,,4362
1000427,P00057642,M,36-45,12,A,2,0,1,15.0,16.0,14306
1000429,P00249642,M,18-25,0,C,1,0,3,5.0,,10971
1000435,P00162442,M,26-35,7,A,4+,0,1,16.0,,13546
1000435,P00127642,M,26-35,7,A,4+,0,1,2.0,15.0,12865
1000438,P00184942,M,18-25,11,A,3,0,1,8.0,17.0,15360
1000438,P00350442,M,18-25,11,A,3,0,2,3.0,15.0,11715
1000438,P00209142,M,18-25,11,A,3,0,5,8.0,,6242
1000441,P0097142,M,36-45,1,B,1,0,12,,,1248
1000442,P00173542,M,26-35,1,A,2,0,5,8.0,,6281
1000444,P00093242,M,55+,0,A,3,0,8,,,7538
1000444,P00141542,M,55+,0,A,3,0,5,,,6138
1000444,P00282442,M,55+,0,A,3,0,5,8.0,18.0,7316
1000445,P00240042,M,46-50,12,A,1,1,5,,,5947
1000452,P00114342,M,51-55,17,A,3,1,1,8.0,17.0,15569
1000453,P00275642,M,18-25,4,B,1,0,8,,,7350
1000453,P00004542,M,18-25,4,B,1,0,5,8.0,,6363
1000453,P00220242,M,18-25,4,B,1,0,3,12.0,,9508
1000453,P00182442,M,18-25,4,B,1,0,5,11.0,,5769
1000457,P00128942,M,18-25,4,B,2,0,1,11.0,,13756
1000461,P00287242,M,51-55,7,B,0,0,5,,,6212
1000462,P00110542,M,18-25,16,C,1,1,8,,,7676
1000466,P00111842,M,26-35,5,A,2,0,8,,,7276
1000466,P00089342,M,26-35,5,A,2,0,8,,,7276
1000470,P00025242,F,0-17,10,C,2,0,2,4.0,5.0,10790
1000474,P00294442,M,26-35,17,B,1,0,3,4.0,12.0,9877
1000474,P0098542,M,26-35,17,B,1,0,8,,,7440
1000474,P00198542,M,26-35,17,B,1,0,8,,,7440
1000474,P00122442,M,26-35,17,B,1,0,1,11.0,15.0,13508
1000474,P00131942,M,26-35,17,B,1,0,7,,,16499
1000476,P00042142,M,36-45,0,B,0,0,1,2.0,6.0,12508
1000481,P00036842,M,46-50,7,C,2,0,1,14.0,16.0,13433
1000482,P00189142,M,26-35,14,A,2,1,8,,,7227
1000482,P00208042,M,26-35,14,A,2,1,8,,,7227
1000490,P00194342,M,0-17,10,B,1,0,3,4.0,,9278
1000496,P00178942,M,18-25,4,A,3,0,5,8.0,,6229
1000498,P00120542,M,36-45,17,A,1,0,8,14.0,,7038
1000499,P00351042,F,26-35,1,A,1,0,5,,,5891
1000500,P00198242,F,18-25,2,A,0,0,2,4.0,9.0,10641
1000501,P00114042,M,26-35,2,C,4+,1,5,14.0,,6451
1000509,P00220442,M,26-35,2,A,0,1,5,14.0,,5898
1000509,P00046142,M,26-35,2,A,0,1,1,16.0,,13438
1000510,P00295942,M,18-25,12,C,3,0,2,5.0,15.0,12165
1000516,P00265042,F,55+,14,C,2,0,16,,,15382
1000516,P00058142,F,55+,14,C,2,0,3,4.0,12.0,10542
1000516,P00111742,F,55+,14,C,2,0,15,,,15941
1000517,P00110942,F,26-35,14,A,1,0,1,2.0,,14056
1000517,P00150942,F,26-35,14,A,1,0,6,11.0,13.0,14188
1000520,P00085242,F,36-45,20,A,2,0,8,14.0,17.0,7654
1000524,P00028842,M,18-25,0,A,0,0,6,8.0,,15778
1000524,P00024342,M,18-25,0,A,0,0,8,14.0,,6867
1000524,P00223342,M,18-25,0,A,0,0,6,,,14333
1000524,P00062842,M,18-25,0,A,0,0,1,2.0,13.0,12112
1000524,P00058642,M,18-25,0,A,0,0,18,,,2598
1000524,P00160042,M,18-25,0,A,0,0,1,13.0,16.0,12667
1000525,P00288942,M,36-45,6,C,2,0,1,2.0,5.0,14296
1000529,P00010842,M,36-45,12,C,1,0,8,16.0,,7828
1000530,P00144642,M,26-35,2,A,1,1,1,15.0,16.0,14147
1000531,P00027542,F,18-25,14,B,0,0,8,,,7391
1000531,P00212542,F,18-25,14,B,0,0,8,14.0,,7074
1000531,P00263542,F,18-25,14,B,0,0,16,,,14668
1000533,P00080342,M,26-35,12,A,1,0,1,6.0,8.0,15529
1000533,P00304442,M,26-35,12,A,1,0,1,16.0,,13531
1000533,P00182242,M,26-35,12,A,1,0,1,5.0,6.0,13453
1000533,P00010742,M,26-35,12,A,1,0,1,8.0,17.0,15412
1000534,P00230942,M,26-35,15,B,3,1,5,14.0,,6098
1000536,P00130442,M,26-35,20,C,1,0,3,5.0,,11074
1000541,P00004742,F,18-25,4,C,3,0,6,16.0,,16255
1000543,P00018142,M,26-35,5,B,4+,1,5,,,5977
1000549,P00102342,M,26-35,6,A,3,0,8,14.0,17.0,7539
1000549,P00113342,M,26-35,6,A,3,0,1,8.0,17.0,15417
1000549,P00086042,M,26-35,6,A,3,0,8,14.0,17.0,7539
1000549,P00337642,M,26-35,6,A,3,0,3,4.0,,9268
1000550,P00042942,M,46-50,8,B,1,1,1,15.0,,12564
1000550,P00189842,M,46-50,8,B,1,1,3,4.0,5.0,10333
1000550,P00284742,M,46-50,8,B,1,1,5,12.0,,6331
1000551,P00115642,M,36-45,20,A,4+,1,8,14.0,,7003
1000551,P00121642,M,36-45,20,A,4+,1,5,14.0,,6030
1000552,P00318942,M,51-55,18,C,3,1,8,16.0,,7922
1000557,P00084442,M,55+,1,A,3,0,13,16.0,,750
1000563,P00183642,M,26-35,4,A,3,0,4,5.0,9.0,1862
1000563,P00070442,M,26-35,4,A,3,0,1,15.0,,12357
1000566,P00306242,M,26-35,17,A,3,0,3,4.0,,9288
1000575,P00361842,M,26-35,12,B,0,1,15,16.0,,12802
1000575,P00165642,M,26-35,12,B,0,1,1,8.0,16.0,11934
1000576,P00121642,F,46-50,15,C,1,1,5,14.0,,6613
1000582,P00247542,M,18-25,4,C,4+,0,8,16.0,,7706
1000584,P00042742,F,26-35,0,B,1,0,5,14.0,,6150
1000585,P00065042,M,18-25,1,A,1,0,5,15.0,,5935
1000585,P00354342,M,18-25,1,A,1,0,5,11.0,,5613
1000588,P00176642,F,26-35,11,B,1,0,6,8.0,,16054
1000588,P00220642,F,26-35,11,B,1,0,8,,,7460
1000589,P00278642,M,18-25,2,A,1,0,5,,,5797
1000591,P00308342,M,26-35,0,C,1,0,5,8.0,,6791
1000595,P00283942,M,26-35,7,A,1,0,5,,,5872
1000602,P00351642,F,55+,6,C,2,0,8,15.0,16.0,7536
1000612,P00198042,M,51-55,7,C,1,0,11,16.0,,5348
1000615,P00274142,M,51-55,17,C,3,0,1,,,13616
1000620,P00250242,M,18-25,0,A,3,0,5,,,5809
1000623,P00329542,M,26-35,17,C,3,1,1,15.0,16.0,14711
1000624,P00110742,M,26-35,1,B,3,0,1,2.0,8.0,14819
1000624,P00121642,M,26-35,1,B,3,0,5,14.0,,6137
1000624,P00120442,M,26-35,1,B,3,0,8,,,7427
1000628,P00006842,F,36-45,0,C,2,0,5,,,6483
1000631,P00194442,M,36-45,17,C,3,1,5,,,6426
1000635,P00004142,M,55+,17,C,4+,1,8,17.0,,8608
1000635,P00029242,M,55+,17,C,4+,1,8,,,8031
1000639,P00111142,M,46-50,17,B,2,1,1,15.0,16.0,14466
1000646,P00337642,M,36-45,7,C,2,0,3,4.0,,9847
1000646,P00233542,M,36-45,7,C,2,0,1,15.0,,12940
1000646,P00221842,M,36-45,7,C,2,0,1,8.0,,14296
1000647,P00242742,M,36-45,12,B,1,1,1,2.0,9.0,14482
1000647,P00352242,M,36-45,12,B,1,1,1,6.0,16.0,13520
1000647,P00129242,M,36-45,12,B,1,1,5,,,6032
1000648,P00018542,F,26-35,12,B,1,1,16,,,14672
1000648,P00216342,F,26-35,12,B,1,1,3,4.0,5.0,10240
1000649,P00110742,M,26-35,4,B,2,1,1,2.0,8.0,14750
1000651,P00193742,M,36-45,7,B,2,0,8,15.0,,7597
1000651,P00211042,M,36-45,7,B,2,0,5,,,6096
1000651,P00227942,M,36-45,7,B,2,0,2,5.0,,10357
1000652,P00001042,M,18-25,20,C,3,0,1,2.0,16.0,13317
1000655,P00008442,F,26-35,2,B,2,0,8,14.0,,7134
1000656,P00114442,F,46-50,16,C,3,1,5,6.0,,6742
1000659,P00211142,F,26-35,0,C,4+,0,5,,,6433
1000662,P00016042,M,18-25,4,B,2,0,1,16.0,,13608
1000663,P00110942,F,26-35,7,A,1,0,1,2.0,,14043
1000667,P00278442,M,26-35,18,C,2,1,11,,,4927
1000669,P00162442,M,26-35,17,B,2,0,1,16.0,,13699
1000670,P00281742,M,26-35,12,B,3,1,5,8.0,18.0,7160
1000673,P00370442,M,26-35,20,A,4+,0,8,,,7320
1000673,P00316642,M,26-35,20,A,4+,0,4,5.0,,1949
1000673,P00233842,M,26-35,20,A,4+,0,1,15.0,,12395
1000673,P00343442,M,26-35,20,A,4+,0,12,,,1091
1000676,P00145642,M,18-25,16,B,1,1,1,8.0,17.0,15438
1000676,P00127642,M,18-25,16,B,1,1,1,2.0,15.0,12876
1000677,P00177342,M,51-55,2,B,1,1,8,,,7544
1000678,P00084442,M,26-35,0,A,0,1,13,16.0,,394
1000678,P00195942,M,26-35,0,A,0,1,3,4.0,,9167
1000678,P00005642,M,26-35,0,A,0,1,8,,,7184
1000680,P00334242,M,26-35,12,C,1,0,1,8.0,,14231
1000685,P00044442,M,26-35,4,A,1,1,1,16.0,,13450
1000685,P00289342,M,26-35,4,A,1,1,5,8.0,14.0,6172
1000689,P00220142,F,51-55,0,A,0,1,1,15.0,,12487
1000692,P00274142,F,26-35,0,A,0,1,1,,,12807
1000692,P00078142,F,26-35,0,A,0,1,8,16.0,,7177
1000701,P0099442,F,18-25,4,B,0,0,6,8.0,,15967
1000702,P00252642,M,36-45,7,B,2,1,8,,,7430
1000702,P00013742,M,36-45,7,B,2,1,5,,,6030
1000706,P00022642,M,36-45,20,B,2,0,5,8.0,,6533
1000706,P00046442,M,36-45,20,B,2,0,8,,,7520
1000709,P00342442,M,18-25,0,C,1,0,11,15.0,16.0,4373
1000710,P00265542,M,26-35,20,A,4+,0,5,8.0,,6333
1000710,P00196642,M,26-35,20,A,4+,0,8,14.0,,7002
1000710,P00120342,M,26-35,20,A,4+,0,5,17.0,,6405
1000713,P00030942,M,36-45,7,B,3,0,4,5.0,9.0,2084
1000714,P00250642,M,18-25,4,B,2,0,11,,,4532
1000714,P00317042,M,18-25,4,B,2,0,3,4.0,,9341
1000718,P00145042,M,18-25,2,C,2,0,1,2.0,5.0,14157
1000719,P00343042,M,0-17,0,C,4+,0,5,18.0,,6264
1000720,P00004842,M,18-25,0,B,0,0,3,4.0,12.0,9771
1000721,P00296042,F,36-45,9,B,1,0,8,13.0,16.0,6920
1000721,P00021642,F,36-45,9,B,1,0,8,14.0,,7204
1000721,P00366642,F,36-45,9,B,1,0,5,8.0,,6535
1000726,P00313042,F,26-35,9,C,0,1,5,14.0,,6462
1000727,P00279342,M,36-45,11,B,4+,1,5,14.0,,6164
1000727,P00231542,M,36-45,11,B,4+,1,5,,,6054
1000728,P00041842,M,26-35,6,C,4+,0,6,8.0,,16407
1000728,P00255142,M,26-35,6,C,4+,0,8,,,7813
1000731,P00198242,M,46-50,3,A,0,1,2,4.0,9.0,10744
1000734,P00080342,M,26-35,7,C,1,1,1,6.0,8.0,15973
1000735,P00363242,M,26-35,14,A,3,0,1,2.0,9.0,14352
1000736,P00343042,M,18-25,12,C,0,1,5,18.0,,6254
1000737,P00278942,M,0-17,19,A,2,0,1,2.0,3.0,13365
1000737,P00323642,M,0-17,19,A,2,0,8,,,7170
1000741,P00236542,M,26-35,5,C,1,1,8,11.0,,6519
1000744,P00020342,M,26-35,17,B,2,0,1,2.0,,14189
1000744,P00196442,M,26-35,17,B,2,0,5,,,6049
1000745,P00363542,M,0-17,10,C,2,0,7,,,16732
1000746,P00000642,F,18-25,19,B,3,0,1,6.0,16.0,13514
1000749,P00051442,M,36-45,18,B,0,0,8,17.0,,8077
1000749,P00359242,M,36-45,18,B,0,0,1,5.0,17.0,12583
1000749,P00185242,M,36-45,18,B,0,0,4,5.0,,2129
1000749,P00208342,M,36-45,18,B,0,0,1,16.0,,13750
1000750,P00354642,F,36-45,9,B,4+,1,8,13.0,,7540
1000752,P00118042,F,26-35,3,A,3,0,8,,,7311
1000752,P00170542,F,26-35,3,A,3,0,5,8.0,,6324
1000753,P00077742,M,0-17,10,C,1,0,2,4.0,,10526
1000757,P00174142,M,26-35,12,A,1,0,3,4.0,9.0,8791
1000765,P00103042,M,26-35,17,B,1,0,1,14.0,,13201
1000765,P00182642,M,26-35,17,B,1,0,2,4.0,9.0,10863
1000765,P00189842,M,26-35,17,B,1,0,3,4.0,5.0,10284
1000765,P00190042,M,26-35,17,B,1,0,3,4.0,5.0,10284
1000765,P00319042,M,26-35,17,B,1,0,5,,,6041
1000770,P00006542,M,18-25,4,B,2,1,15,16.0,,12738
1000770,P00264042,M,18-25,4,B,2,1,4,,,1850
1000773,P00240442,M,26-35,6,B,3,0,6,16.0,,15925
1000774,P00156742,M,18-25,4,A,4+,0,5,6.0,8.0,6063
1000780,P00127642,M,26-35,17,B,3,0,1,2.0,15.0,13026
1000780,P00045342,M,26-35,17,B,3,0,1,5.0,17.0,12540
1000783,P00036842,M,26-35,4,A,2,0,1,14.0,16.0,12776
1000783,P00144642,M,26-35,4,A,2,0,1,15.0,16.0,14225
1000786,P0095542,M,26-35,0,C,2,0,2,4.0,9.0,11208
1000786,P00086442,M,26-35,0,C,2,0,8,13.0,15.0,8264
1000790,P00307542,M,26-35,17,C,1,0,1,15.0,,12884
1000791,P00258842,M,36-45,7,B,1,0,5,,,6088
1000791,P00246342,M,36-45,7,B,1,0,11,15.0,,4543
